job_id,title,company,location,description,experience_level,source,source_url,fetched_at,clean_title,clean_description,extracted_skills,role_category,skills_text
4801395357,Machine Learning Engineer,Kogniz,"Montréal, Québec","We are looking for a brilliant machine learning engineer to join our Montreal development team. You will work on state of the art computer vision and machine learning projects, surrounded by a group of passionate, expert developers. Your work will directly affect technology that is being used by some of the top companies in the world. Kogniz is growing fast and this is your chance to be part of the next great venture-backed startup. Undergraduate or graduate degree in computer science or simila…",Entry Level,adzuna,https://www.adzuna.ca/details/4801395357,2026-06-10T00:03:18.502493+00:00,machine learning engineer,"we are looking for a brilliant machine learning engineer to join our montreal development team. you will work on state of the art computer vision and machine learning projects, surrounded by a group of passionate, expert developers. your work will directly affect technology that is being used by some of the top companies in the world. kogniz is growing fast and this is your chance to be part of the next great venture-backed startup. undergraduate or graduate degree in computer science or simila…",['machine learning'],AI/ML,machine learning
5710548579,Machine Learning Engineer,Capco,"Montréal, Québec","Concevoir, développer et optimiser des modèles d’apprentissage automatique qui alimentent les décisions fondées sur les données Le rôle Nous sommes à la recherche d’un ingénieur en apprentissage automatique pour se joindre à une équipe collaborative qui livre des solutions avancées d’analytique et d’IA dans le secteur des services financiers. Ce rôle met l’accent sur le cycle de vie complet des modèles d’apprentissage automatique — de la développement et l’expérimentation au déploiement, à la s…",Mid Level,adzuna,https://www.adzuna.ca/details/5710548579,2026-06-10T00:03:18.502574+00:00,machine learning engineer,"concevoir, développer et optimiser des modèles d’apprentissage automatique qui alimentent les décisions fondées sur les données le rôle nous sommes à la recherche d’un ingénieur en apprentissage automatique pour se joindre à une équipe collaborative qui livre des solutions avancées d’analytique et d’ia dans le secteur des services financiers. ce rôle met l’accent sur le cycle de vie complet des modèles d’apprentissage automatique — de la développement et l’expérimentation au déploiement, à la s…",[],AI/ML,
5636064480,Machine Learning Engineer (Canada),Two95 International Inc.,"Montréal, Québec","Title : Machine Learning Engineer Type : Contract to Hire Location : 100% Remote (Canada) Rate: $Open / Market Requirements · BSc/MSc in computer science, mathematics or related technical discipline · 1-4 years’ experience in software engineering with exposure to statistical and/or data science role (5-10 years for Senior ML Engineer) · Deep knowledge and proven experience with optimizing machine learning model in a production context · Experience with Python or Scala is required. Background in…",Senior,adzuna,https://www.adzuna.ca/details/5636064480,2026-06-10T00:03:18.502609+00:00,machine learning engineer (canada),"title : machine learning engineer type : contract to hire location : 100% remote (canada) rate: $open / market requirements · bsc/msc in computer science, mathematics or related technical discipline · 1-4 years’ experience in software engineering with exposure to statistical and/or data science role (5-10 years for senior ml engineer) · deep knowledge and proven experience with optimizing machine learning model in a production context · experience with python or scala is required. background in…","['python', 'machine learning']",AI/ML,"python, machine learning"
5326539775,Lead Machine Learning Engineer,Datatonic,"Montréal, Québec","Shape the Future of AI & Data with Us At Datatonic, we are Google Cloud's premier partner in AI, driving transformation for world-class businesses. We push the boundaries of technology with expertise in machine learning, data engineering, and analytics on Google Cloud Platform. By partnering with us, clients future-proof their operations, unlock actionable insights, and stay ahead of the curve in a rapidly evolving world. Your Mission As a Lead Machine Learning Engineer , you will be the techni…",Senior,adzuna,https://www.adzuna.ca/details/5326539775,2026-06-10T00:03:18.502644+00:00,lead machine learning engineer,"shape the future of ai & data with us at datatonic, we are google cloud's premier partner in ai, driving transformation for world-class businesses. we push the boundaries of technology with expertise in machine learning, data engineering, and analytics on google cloud platform. by partnering with us, clients future-proof their operations, unlock actionable insights, and stay ahead of the curve in a rapidly evolving world. your mission as a lead machine learning engineer , you will be the techni…",['machine learning'],AI/ML,machine learning
5754738580,Machine Learning Engineer (Energy) - MLEEAS,NavitasPartners,"Montréal, Québec","Job Title : Machine Learning Engineer (Energy) Industry Energy & Utilities Position Overview The ML Engineer will develop and deploy machine learning models supporting predictive maintenance, energy demand forecasting, asset optimization, and renewable energy production analytics. Responsibilities Develop machine learning pipelines. Build predictive analytics solutions. Deploy ML models into production. Optimize model performance and monitoring. Collaborate with data scientists and engineers. S…",Mid Level,adzuna,https://www.adzuna.ca/details/5754738580,2026-06-10T00:03:18.502683+00:00,machine learning engineer (energy) - mleeas,"job title : machine learning engineer (energy) industry energy & utilities position overview the ml engineer will develop and deploy machine learning models supporting predictive maintenance, energy demand forecasting, asset optimization, and renewable energy production analytics. responsibilities develop machine learning pipelines. build predictive analytics solutions. deploy ml models into production. optimize model performance and monitoring. collaborate with data scientists and engineers. s…","['monitoring', 'machine learning']",AI/ML,"monitoring, machine learning"
5298024867,Machine Learning Engineer,Viridien,"Calgary, Calgary region","Viridien ( www.viridiengroup.com ) is an advanced technology, digital and Earth data company that pushes the boundaries of science for a more prosperous and sustainable future. With our ingenuity, drive and deep curiosity we discover new insights, innovations, and solutions that efficiently and responsibly resolve complex natural resource, digital, energy transition and infrastructure challenges. Machine Learning Engineer Calgary, AB, Canada Full-time Company Description Viridien is a global te…",Mid Level,adzuna,https://www.adzuna.ca/details/5298024867,2026-06-10T00:03:19.754537+00:00,machine learning engineer,"viridien ( www.viridiengroup.com ) is an advanced technology, digital and earth data company that pushes the boundaries of science for a more prosperous and sustainable future. with our ingenuity, drive and deep curiosity we discover new insights, innovations, and solutions that efficiently and responsibly resolve complex natural resource, digital, energy transition and infrastructure challenges. machine learning engineer calgary, ab, canada full-time company description viridien is a global te…",['machine learning'],AI/ML,machine learning
5706068464,Adversarial Machine Learning Engineer,C-Serv,"Calgary, Calgary region","The Opportunity We are building a dedicated AI Red Team to rigorously test and harden enterprise-scale AI products. We are looking for an adversarial machine learning specialist who thinks like an attacker. This role focuses on identifying vulnerabilities in LLM-driven systems, breaking model guardrails, exploiting data pathways, and stress-testing AI deployments before they reach enterprise customers. This is a hands-on technical role at the core of AI security. What You’ll Do Conduct adversar…",Mid Level,adzuna,https://www.adzuna.ca/details/5706068464,2026-06-10T00:03:19.754614+00:00,adversarial machine learning engineer,"the opportunity we are building a dedicated ai red team to rigorously test and harden enterprise-scale ai products. we are looking for an adversarial machine learning specialist who thinks like an attacker. this role focuses on identifying vulnerabilities in llm-driven systems, breaking model guardrails, exploiting data pathways, and stress-testing ai deployments before they reach enterprise customers. this is a hands-on technical role at the core of ai security. what you’ll do conduct adversar…",['machine learning'],AI/ML,machine learning
5723390438,Senior Machine Learning Engineer,Fullscript,"Calgary, Calgary region","About Fullscript We’re an industry-leading health technology company on a mission to help people get better. We started in 2011 with one simple idea. Make it easier for practitioners to access the products they trust so they can deliver better care. That simple idea grew into a platform that powers every part of care. Today, more than 125,000 practitioners use Fullscript for clinical insights, lab interpretations, patient analytics, education, and access to high-quality supplements. Over 10 mil…",Senior,adzuna,https://www.adzuna.ca/details/5723390438,2026-06-10T00:03:19.754649+00:00,senior machine learning engineer,"about fullscript we’re an industry-leading health technology company on a mission to help people get better. we started in 2011 with one simple idea. make it easier for practitioners to access the products they trust so they can deliver better care. that simple idea grew into a platform that powers every part of care. today, more than 125,000 practitioners use fullscript for clinical insights, lab interpretations, patient analytics, education, and access to high-quality supplements. over 10 mil…",[],AI/ML,
5742118066,Adversarial Machine Learning Engineer,C-Serv,"Calgary, Calgary region","Job Description Job Description The Opportunity We are building a dedicated AI Red Team to rigorously test and harden enterprise-scale AI products. We are looking for an adversarial machine learning specialist who thinks like an attacker. This role focuses on identifying vulnerabilities in LLM-driven systems, breaking model guardrails, exploiting data pathways, and stress-testing AI deployments before they reach enterprise customers. This is a hands-on technical role at the core of AI security.…",Mid Level,adzuna,https://www.adzuna.ca/details/5742118066,2026-06-10T00:03:19.754687+00:00,adversarial machine learning engineer,"job description job description the opportunity we are building a dedicated ai red team to rigorously test and harden enterprise-scale ai products. we are looking for an adversarial machine learning specialist who thinks like an attacker. this role focuses on identifying vulnerabilities in llm-driven systems, breaking model guardrails, exploiting data pathways, and stress-testing ai deployments before they reach enterprise customers. this is a hands-on technical role at the core of ai security.…",['machine learning'],AI/ML,machine learning
5753044817,Machine Learning Engineer (Energy) - MLEEAS,NavitasPartners,"Calgary, Calgary region","Job Description Job Description Job Title : Machine Learning Engineer (Energy)Industry Energy & Utilities Position Overview The ML Engineer will develop and deploy machine learning models supporting predictive maintenance, energy demand forecasting, asset optimization, and renewable energy production analytics. Responsibilities Develop machine learning pipelines. Build predictive analytics solutions. Deploy ML models into production. Optimize model performance and monitoring. Collaborate with d…",Mid Level,adzuna,https://www.adzuna.ca/details/5753044817,2026-06-10T00:03:19.754707+00:00,machine learning engineer (energy) - mleeas,"job description job description job title : machine learning engineer (energy)industry energy & utilities position overview the ml engineer will develop and deploy machine learning models supporting predictive maintenance, energy demand forecasting, asset optimization, and renewable energy production analytics. responsibilities develop machine learning pipelines. build predictive analytics solutions. deploy ml models into production. optimize model performance and monitoring. collaborate with d…","['monitoring', 'machine learning']",AI/ML,"monitoring, machine learning"
5753086400,Machine Learning Engineer (Energy) - MLEEAS,NavitasPartners,"Ottawa, Ottawa region","Job Description Job Description Job Title : Machine Learning Engineer (Energy)Industry Energy & Utilities Position Overview The ML Engineer will develop and deploy machine learning models supporting predictive maintenance, energy demand forecasting, asset optimization, and renewable energy production analytics. Responsibilities Develop machine learning pipelines. Build predictive analytics solutions. Deploy ML models into production. Optimize model performance and monitoring. Collaborate with d…",Mid Level,adzuna,https://www.adzuna.ca/details/5753086400,2026-06-10T00:03:20.671306+00:00,machine learning engineer (energy) - mleeas,"job description job description job title : machine learning engineer (energy)industry energy & utilities position overview the ml engineer will develop and deploy machine learning models supporting predictive maintenance, energy demand forecasting, asset optimization, and renewable energy production analytics. responsibilities develop machine learning pipelines. build predictive analytics solutions. deploy ml models into production. optimize model performance and monitoring. collaborate with d…","['monitoring', 'machine learning']",AI/ML,"monitoring, machine learning"
5753085402,Machine Learning Engineer (BFSI) - MLEAS,NavitasPartners,"Ottawa, Ottawa region","Job Description Job Description Job Title: Machine Learning Engineer (BFSI) Position Overview: The ML Engineer will develop, deploy, and optimize machine learning solutions supporting fraud detection, risk analytics, customer intelligence, and financial forecasting. Key Responsibilities: Develop machine learning models and pipelines. Build feature engineering frameworks. Deploy production-grade ML solutions. Optimize model performance and scalability. Collaborate with data scientists and busine…",Mid Level,adzuna,https://www.adzuna.ca/details/5753085402,2026-06-10T00:03:20.671361+00:00,machine learning engineer (bfsi) - mleas,"job description job description job title: machine learning engineer (bfsi) position overview: the ml engineer will develop, deploy, and optimize machine learning solutions supporting fraud detection, risk analytics, customer intelligence, and financial forecasting. key responsibilities: develop machine learning models and pipelines. build feature engineering frameworks. deploy production-grade ml solutions. optimize model performance and scalability. collaborate with data scientists and busine…",['machine learning'],AI/ML,machine learning
5757637915,APTPUO-Fall 2026-DTI6302 F,University of Ottawa,"Ottawa, Ottawa region",Posting Reason: New Position Location: Main Campus Academic Period: 2026 Fall Semester Faculty: Faculté de génie / Faculty of Engineering Academic Unit: École de conception et d’innovation pédagogique en génie \\ School of Engineering Design and Teaching Innovation Course Title: Machine Learning Operations Course Code: DTI6302 Section: B Course Description: Posting limited to: Professeur à temps-partiel régulier / Regular Part-Time Professor Date Posted (YYYY/MM/DD): 2026/05/15 Applications mus…,Mid Level,adzuna,https://www.adzuna.ca/details/5757637915,2026-06-10T00:03:20.671388+00:00,aptpuo-fall 2026-dti6302 f,posting reason: new position location: main campus academic period: 2026 fall semester faculty: faculté de génie / faculty of engineering academic unit: école de conception et d’innovation pédagogique en génie \\ school of engineering design and teaching innovation course title: machine learning operations course code: dti6302 section: b course description: posting limited to: professeur à temps-partiel régulier / regular part-time professor date posted (yyyy/mm/dd): 2026/05/15 applications mus…,['machine learning'],AI/ML,machine learning
5749671982,"Applied AI ML Engineer - Ottawa, ON",Trend Micro,"Ottawa, Ottawa region","TrendAI™, the global AI security leader and enterprise business unit of Trend Micro, empowers organizations with full AI visibility and consolidated security that inspires confidence, drives innovation, and eliminates risk. At TrendAI™, we’re always seeking exceptional talent; people who want to collaborate with the best and push boundaries together. Here, your work goes beyond building a career. You will help protect what matters and play a vital role in shaping a safer, more trustworthy AI-po…",Senior,adzuna,https://www.adzuna.ca/details/5749671982,2026-06-10T00:03:20.671409+00:00,"applied ai ml engineer - ottawa, on","trendai™, the global ai security leader and enterprise business unit of trend micro, empowers organizations with full ai visibility and consolidated security that inspires confidence, drives innovation, and eliminates risk. at trendai™, we’re always seeking exceptional talent; people who want to collaborate with the best and push boundaries together. here, your work goes beyond building a career. you will help protect what matters and play a vital role in shaping a safer, more trustworthy ai-po…",[],AI/ML,
5742946026,Copy of PhD Computer Science Expert for AI Training,"Lifted, an Upwork Company™","Ottawa, Ottawa region","Job Description This opportunity is ideal for highly analytical professionals with advanced academic or industry experience in Computer Science or related technical fields. What You'll Do: Assess the factual accuracy, relevance, and quality of AI-generated Computer Science content Craft and answer domain-specific questions related to Computer Science and adjacent technical disciplines Evaluate and rank AI-generated responses based on technical correctness and reasoning quality Provide expert-le…",Mid Level,adzuna,https://www.adzuna.ca/details/5742946026,2026-06-10T00:03:20.671434+00:00,copy of phd computer science expert for ai training,"job description this opportunity is ideal for highly analytical professionals with advanced academic or industry experience in computer science or related technical fields. what you'll do: assess the factual accuracy, relevance, and quality of ai-generated computer science content craft and answer domain-specific questions related to computer science and adjacent technical disciplines evaluate and rank ai-generated responses based on technical correctness and reasoning quality provide expert-le…",[],Other,
5696995284,Data Scientist,Stripe,"Toronto, Ontario","Who we are About Stripe Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world's largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone's reach while doing the most important …",Entry Level,adzuna,https://www.adzuna.ca/details/5696995284,2026-06-10T00:03:21.341802+00:00,data scientist,"who we are about stripe stripe is a financial infrastructure platform for businesses. millions of companies—from the world's largest enterprises to the most ambitious startups—use stripe to accept payments, grow their revenue, and accelerate new business opportunities. our mission is to increase the gdp of the internet, and we have a staggering amount of work ahead. that means you have an unprecedented opportunity to put the global economy within everyone's reach while doing the most important …",[],Data Science,
5703960066,Data Scientist,Jumpseller,"Toronto, Ontario","About Raisin At raisin® , every connection helps charities and nonprofits raise more for the causes that matter. Our SaaS platform empowers 300 organizations across Canada and the U.S. to fundraise more effectively in critical areas such as mental health, animal welfare, food security, medical research, and international development. The Role Do you want to use your Data Science talents to make a difference in the world? raisin ® , is a mission-driven organization that supports non-profit organ…",Entry Level,adzuna,https://www.adzuna.ca/details/5703960066,2026-06-10T00:03:21.341855+00:00,data scientist,"about raisin at raisin® , every connection helps charities and nonprofits raise more for the causes that matter. our saas platform empowers 300 organizations across canada and the u.s. to fundraise more effectively in critical areas such as mental health, animal welfare, food security, medical research, and international development. the role do you want to use your data science talents to make a difference in the world? raisin ® , is a mission-driven organization that supports non-profit organ…",[],Data Science,
4870523495,Data Scientist,V15P1Talonnn,"Toronto, Ontario","About the Role: We are seeking a highly skilled Data Scientist to join our team in the Management of Companies and Enterprises industry. As a Data Scientist, you will be responsible for analyzing complex data sets, developing custom models and algorithms, and providing insights to drive business decisions. Your work will directly impact our company's success and growth. You will work closely with cross-functional teams to identify opportunities for improvement and develop solutions to complex p…",Mid Level,adzuna,https://www.adzuna.ca/details/4870523495,2026-06-10T00:03:21.341898+00:00,data scientist,"about the role: we are seeking a highly skilled data scientist to join our team in the management of companies and enterprises industry. as a data scientist, you will be responsible for analyzing complex data sets, developing custom models and algorithms, and providing insights to drive business decisions. your work will directly impact our company's success and growth. you will work closely with cross-functional teams to identify opportunities for improvement and develop solutions to complex p…",[],Data Science,
5675506776,Data Scientist,Momentum Financial Services Group,"Toronto, Ontario","Who We Are At Momentum Financial Services Group, we help people move forward by reimagining how money works for those who need it most. With more than 40 years of experience, we’re the team behind Money Mart—Canada’s largest non-bank branch network—and a leader in financial solutions for underserved communities. From short-term loans to money transfers and prepaid cards, we power the products, technology, and operations that connect over a million customers a year to the money they need, when t…",Senior,adzuna,https://www.adzuna.ca/details/5675506776,2026-06-10T00:03:21.341936+00:00,data scientist,"who we are at momentum financial services group, we help people move forward by reimagining how money works for those who need it most. with more than 40 years of experience, we’re the team behind money mart—canada’s largest non-bank branch network—and a leader in financial solutions for underserved communities. from short-term loans to money transfers and prepaid cards, we power the products, technology, and operations that connect over a million customers a year to the money they need, when t…",[],Data Science,
5753497976,Data Scientist,Jobber,"Toronto, Ontario","Are you passionate about ML model quality and building trust in AI systems? If so, this might be the role for you! We’re looking for a Data Scientist to join our growing ML & AI practice. You will play a key role in ensuring the reliability, accuracy, and performance of our machine learning models, from evaluation framework design to ongoing production monitoring. If you’re someone who geeks out over loss functions, loves writing rigorous evals, and takes pride in knowing a model truly works be…",Mid Level,adzuna,https://www.adzuna.ca/details/5753497976,2026-06-10T00:03:21.341974+00:00,data scientist,"are you passionate about ml model quality and building trust in ai systems? if so, this might be the role for you! we’re looking for a data scientist to join our growing ml & ai practice. you will play a key role in ensuring the reliability, accuracy, and performance of our machine learning models, from evaluation framework design to ongoing production monitoring. if you’re someone who geeks out over loss functions, loves writing rigorous evals, and takes pride in knowing a model truly works be…","['monitoring', 'machine learning']",Data Science,"monitoring, machine learning"
5732304873,Data Scientist,Targeted Talent,"Vancouver, Greater Vancouver","Job Description Job Description We are looking for a Junior to Intermediate Data Scientist for our client. This is a permanent position that is remote to start with later relocation to Calgary or Winnipeg . Our client is a global enterprise company with a product that you've likely used. The role will be responsible for delivering high quality data science models, and the logistical challenges around improving a profitable service. You'll also be working on a diverse range of supply and demand …",Entry Level,adzuna,https://www.adzuna.ca/details/5732304873,2026-06-10T00:03:22.277811+00:00,data scientist,"job description job description we are looking for a junior to intermediate data scientist for our client. this is a permanent position that is remote to start with later relocation to calgary or winnipeg . our client is a global enterprise company with a product that you've likely used. the role will be responsible for delivering high quality data science models, and the logistical challenges around improving a profitable service. you'll also be working on a diverse range of supply and demand …",[],Data Science,
5751838941,Data Scientist,Targeted Talent,"Vancouver, Greater Vancouver","Job Description Job Description We are looking for an experienced Data Scientist for our client. This is a permanent position that is completely remote! Our client is a fintech company based out of Vancouver You Have: 3 - 5 Years experience working in Data Engineering/Data Science utilizing R (purrr, tidyr, dplyr, tibble, & the tidyverse) Strong analytical skills working with unstructured data sets Knowledge of relational (PostgreSQL, MySQL, etc.) and non-relational databases (including MongoDB…",Mid Level,adzuna,https://www.adzuna.ca/details/5751838941,2026-06-10T00:03:22.277866+00:00,data scientist,"job description job description we are looking for an experienced data scientist for our client. this is a permanent position that is completely remote! our client is a fintech company based out of vancouver you have: 3 - 5 years experience working in data engineering/data science utilizing r (purrr, tidyr, dplyr, tibble, & the tidyverse) strong analytical skills working with unstructured data sets knowledge of relational (postgresql, mysql, etc.) and non-relational databases (including mongodb…",['postgresql'],Data Science,postgresql
